n° de ligne,nature,n°/id,"forme ""diplo""",forme modernisée,forme corrigée,lemme,pos,à scinder,à fusionner avec w n°,à corriger,corrigé
7300,w,7300,,compter,,COMPTER,Vvn,,,,
7301,w,7301,,et,,ET,Cc,,,,
7302,w,7302,,rendre,,RENDRE,Vvn,,,,
7303,w,7303,,ce,,CE,Pd,,,,
7304,w,7304,,qu,,QUE,Pr,,,,
7305,w,7305,,',,',Fw,,,,
7306,w,7306,,ils,,ILS,Pp,,,,
7307,w,7307,,seront,,ÊTRE,Vuc,,,,
7308,w,7308,,tenus,,TENIR,Ge,,,,
7309,w,7309,,rendre,,RENDRE,Vvn,,,,
7310,w,7310,,et,,ET,Cc,,,,
7311,w,7311,,paier,,PAYER,Vvn,,,,
7312,w,7312,,.,,.,Fs,,,,
7313,w,7313,,Item,,ITEM,Rg,,,,
7314,w,7314,,l,,IL,Pp,,,,
7315,w,7315,,',,',Fw,,,,
7316,w,7316,,en,,EN,Pp,,,,
7317,w,7317,,doit,,DEVOIR,Vvc,,,,
7318,w,7318,,savoir,,SAVOIR,Vvn,,,,
7319,w,7319,,que,,QUE,Cs,,,,
7320,w,7320,,un,,UN,Dn,,,,
7321,w,7321,,prevost,,PRÉVÔT,Nc,,,,
7322,w,7322,,doit,,DEVOIR,Vvc,,,,
7323,w,7323,,estre,,ÊTRE,Vun,,,,
7324,w,7324,,receu,,RECEVOIR,Ge,,,,
7325,w,7325,,en,,EN,S,,,,
7326,w,7326,,ceste,,CE,Dd,,,,
7327,w,7327,,fourme,,FORME,Nc,,,,
7328,w,7328,,:,,:,Fw,,,,
7329,w,7329,,l,,IL,Pp,,,,
7330,w,7330,,',,',Fw,,,,
7331,w,7331,,en,,EN,Pp,,,,
7332,w,7332,,doit,,DEVOIR,Vvc,,,,
7333,w,7333,,faire,,FAIRE,Vvn,,,,
7334,w,7334,,venir,,VENIR,Vvn,,,,
7335,w,7335,,des,,DE+LE,S+Da,,,,
7336,w,7336,,tenans,,TENIR,Ga,,,,
7337,w,7337,,du,,DE+LE,S+Da,,,,
7338,w,7338,,fief,,FIEF,Nc,,,,
7339,w,7339,,jusques,,JUSQUE,S,,,,
7340,w,7340,,au,,À+LE,S+Da,,,,
7341,w,7341,,nombre,,NOMBRE,Nc,,,,
7342,w,7342,,de,,DE,S,,,,
7343,w,7343,,xii,,XII,Mc,,,,
7344,w,7344,,",",,",",Fw,,,,
7345,w,7345,,se,,SE,Pp,,,,
7346,w,7346,,ils,,ILS,Pp,,,,
7347,w,7347,,sont,,ÊTRE,Vuc,,,,
7348,w,7348,,resseans,,RESÉANT,Ag,,,,
7349,w,7349,,eu,,AVOIR,Ge,,,,
7350,w,7350,,fief,,FIEF,Nc,,,,
7351,w,7351,,",",,",",Fw,,,,
7352,w,7352,,ou,,OU,Cc,,,,
7353,w,7353,,tant,,TANT,Rg,,,,
7354,w,7354,,comme,,COMME,Cs,,,,
7355,w,7355,,l,,IL,Pp,,,,
7356,w,7356,,',,',Fw,,,,
7357,w,7357,,en,,EN,Pp,,,,
7358,w,7358,,pourra,,POUVOIR,Vvc,,,,
7359,w,7359,,finer,,FINER,Vvn,,,,
7360,w,7360,,",",,",",Fw,,,,
7361,w,7361,,et,,ET,Cc,,,,
7362,w,7362,,par,,PAR,S,,,,
7363,w,7363,,leur,,LEUR,Ds,,,,
7364,w,7364,,oppignion,,OPINION,Nc,,,,
7365,w,7365,,accordable,,ACCORDABLE,Ag,,,,
7366,w,7366,,il,,IL,Pp,,,,
7367,w,7367,,doit,,DEVOIR,Vvc,,,,
7368,w,7368,,estre,,ÊTRE,Vun,,,,
7369,w,7369,,nommé,,NOMMER,Ge,,,,
7370,w,7370,,;,,;,Fw,,,,
7371,w,7371,,et,,ET,Cc,,,,
7372,w,7372,,",",,",",Fw,,,,
7373,w,7373,,se,,SE,Pp,,,,
7374,w,7374,,ils,,ILS,Pp,,,,
7375,w,7375,,sont,,ÊTRE,Vuc,,,,
7376,w,7376,,a,,AVOIR,Vuc,,,,
7377,w,7377,,descort,,DISCORD,Nc,,,,
7378,w,7378,,de,,DE,S,,,,
7379,w,7379,,le,,IL,Pp,,,,
7380,w,7380,,nommer,,NOMMER,Vvn,,,,
7381,w,7381,,",",,",",Fw,,,,
7382,w,7382,,le,,LE,Da,,,,
7383,w,7383,,juge,,JUGE,Nc,,,,
7384,w,7384,,doit,,DEVOIR,Vvc,,,,
7385,w,7385,,enquerre,,ENQUÉRIR,Vvn,,,,
7386,w,7386,,qui,,QUI,Pr,,,,
7387,w,7387,,le,,LE,Da,,,,
7388,w,7388,,tour,,TOUR,Nc,,,,
7389,w,7389,,de,,DE,S,,,,
7390,w,7390,,prevosté,,PRÉVÔTER,Ge,,,,
7391,w,7391,,eschiet,,ÉCHOIR,Vvc,,,,
7392,w,7392,,",",,",",Fw,,,,
7393,w,7393,,et,,ET,Cc,,,,
7394,w,7394,,icellui,,ICELUI,Pd,,,,
7395,w,7395,,establir,,ÉTABLIR,Vvn,,,,
7396,w,7396,,.,,.,Fs,,,,
7397,w,7397,,Et,,ET,Cc,,,,
7398,w,7398,,doit,,DEVOIR,Vvc,,,,
7399,w,7399,,estre,,ÊTRE,Vun,,,,
7400,w,7400,,juré,,JURER,Ge,,,,
7401,w,7401,,en,,EN,S,,,,
7402,w,7402,,ceste,,CE,Dd,,,,
7403,w,7403,,fourme,,FORME,Nc,,,,
7404,w,7404,,:,,:,Fw,,,,
7405,w,7405,,premièrement,,PREMIÈREMENT,Rg,,,,
7406,w,7406,,l,,IL,Pp,,,,
7407,w,7407,,',,',Fw,,,,
7408,w,7408,,en,,EN,Pp,,,,
7409,w,7409,,lui,,IL,Pp,,,,
7410,w,7410,,doit,,DEVOIR,Vvc,,,,
7411,w,7411,,bailler,,BAILLER,Vvn,,,,
7412,w,7412,,la,,LE,Da,,,,
7413,w,7413,,verge,,VERGE,Nc,,,,
7414,w,7414,,en,,EN,S,,,,
7415,w,7415,,lui,,IL,Pp,,,,
7416,w,7416,,disant,,DIRE,Ga,,,,
7417,w,7417,,:,,:,Fw,,,,
7418,w,7418,, « ,, « ,Fo,,,,
7419,w,7419,,Tu,,TU,Pp,,,,
7420,w,7420,,jures,,JURER,Ge,,,,
7421,w,7421,,aux,,À+LE,S+Da,,,,
7422,w,7422,,sainctes,,SAINT,Ag,,,,
7423,w,7423,,euvangilles,,ÉVANGILE,Np,,,,
7424,w,7424,,de,,DE,S,,,,
7425,w,7425,,Dieu,,DIEU,Np,,,,
7426,w,7426,,",",,",",Fw,,,,
7427,w,7427,,que,,QUE,Cs,,,,
7428,w,7428,,bien,,BIEN,Rg,,,,
7429,w,7429,,et,,ET,Cc,,,,
7430,w,7430,,loyaument,,LOYALEMENT,Rg,,,,
7431,w,7431,,tu,,TU,Pp,,,,
7432,w,7432,,garderas,,GARDER,Vvc,,,,
7433,w,7433,,et,,ET,Cc,,,,
7434,w,7434,,excerseras,,EXERCER,Vvc,,,,
7435,w,7435,,l,,IL,Pp,,,,
7436,w,7436,,',,',Fw,,,,
7437,w,7437,,office,,OFFICE,Nc,,,,
7438,w,7438,,de,,DE,S,,,,
7439,w,7439,,prevosté,,PRÉVÔTER,Ge,,,,
7440,w,7440,,",",,",",Fw,,,,
7441,w,7441,,garderas,,GARDER,Vvc,,,,
7442,w,7442,,les,,LE,Da,,,,
7443,w,7443,,segrès,,SECRET,Nc,,,,
7444,w,7444,,de,,DE,S,,,,
7445,w,7445,,justice,,JUSTICE,Nc,,,,
7446,w,7446,,",",,",",Fw,,,,
7447,w,7447,,prendras,,PRENDRE,Vvc,,,,
7448,w,7448,,sallaires,,SALAIRE,Nc,,,,
7449,w,7449,,deubs,,DEVOIR,Vvc,,,,
7450,w,7450,,et,,ET,Cc,,,,
7451,w,7451,,acoustumés,,ACCOUTUMER,Ge,,,,
7452,w,7452,,et,,ET,Cc,,,,
7453,w,7453,,feras,,FAIRE,Vvc,,,,
7454,w,7454,,bons,,BON,Ag,,,,
7455,w,7455,,rapports,,RAPPORT,Nc,,,,
7456,w,7456,,et,,ET,Cc,,,,
7457,w,7457,,loyaux,,LOYAL,Ag,,,,
7458,w,7458,,et,,ET,Cc,,,,
7459,w,7459,,nulluy,,NUL,Ag,,,,
7460,w,7460,,n,,NE,Rp,,,,
7461,w,7461,,',,',Fw,,,,
7462,w,7462,,accuseras,,ACCUSER,Vvc,,,,
7463,w,7463,,a,,AVOIR,Vuc,,,,
7464,w,7464,,tort,,TORT,Nc,,,,
7465,w,7465,,et,,ET,Cc,,,,
7466,w,7466,,generallement,,GÉNÉRALEMENT,Rg,,,,
7467,w,7467,,feras,,FAIRE,Vvc,,,,
7468,w,7468,,tout,,TOUT,Pi,,,,
7469,w,7469,,ce,,CE,Pd,,,,
7470,w,7470,,qui,,QUI,Pr,,,,
7471,w,7471,,a,,AVOIR,Vuc,,,,
7472,w,7472,,office,,OFFICE,Nc,,,,
7473,w,7473,,de,,DE,S,,,,
7474,w,7474,,prevosté,,PRÉVÔTER,Ge,,,,
7475,w,7475,,peuet,,POUVOIR,Vvc,,,,
7476,w,7476,,et,,ET,Cc,,,,
7477,w,7477,,doit,,DEVOIR,Vvc,,,,
7478,w,7478,,appartenir,,APPARTENIR,Vvn,,,,
7479,w,7479,,selon,,SELON,S,,,,
7480,w,7480,,raison,,RAISON,Nc,,,,
7481,w,7481,,et,,ET,Cc,,,,
7482,w,7482,,la,,LE,Da,,,,
7483,w,7483,,coustume,,COUTUME,Nc,,,,
7484,w,7484,,du,,DE+LE,S+Da,,,,
7485,w,7485,,pays,,PAYS,Nc,,,,
7486,w,7486,,.,,.,Fs,,,,
7487,w,7487,, » ,, » ,Fo,,,,
7488,w,7488,,Item,,ITEM,Rg,,,,
7489,w,7489,,",",,",",Fw,,,,
7490,w,7490,,en,,EN,S,,,,
7491,w,7491,,la,,LE,Da,,,,
7492,w,7492,,forme,,FORME,Nc,,,,
7493,w,7493,,d,,DE,S,,,,
7494,w,7494,,',,',Fw,,,,
7495,w,7495,,escroes,,ESCROUE,Nc,,,,
7496,w,7496,,de,,DE,Dp,,,,
7497,w,7497,,fief,,FIEF,Nc,,,,
7498,w,7498,,recevoir,,RECEVOIR,Vvn,,,,
7499,w,7499,,",",,",",Fw,,,,
7500,w,7500,,le,,LE,Da,,,,
7501,w,7501,,juge,,JUGE,Nc,,,,
7502,w,7502,,doit,,DEVOIR,Vvc,,,,
7503,w,7503,,demander,,DEMANDER,Vvn,,,,
7504,w,7504,,et,,ET,Cc,,,,
7505,w,7505,,faire,,FAIRE,Vvn,,,,
7506,w,7506,,jurer,,JURER,Vvn,,,,
7507,w,7507,,à,,À,S,,,,
7508,w,7508,,l,,IL,Pp,,,,
7509,w,7509,,',,',Fw,,,,
7510,w,7510,,,,HOMME,Nc,,,,
7511,w,7511,,qui,,QUI,Pr,,,,
7512,w,7512,,baille,,BAILLER,Vvc,,,,
7513,w,7513,,l,,IL,Pp,,,,
7514,w,7514,,',,',Fw,,,,
7515,w,7515,,escroe,,ESCROUE,Nc,,,,
7516,w,7516,,:,,:,Fw,,,,
7517,w,7517,, « ,, « ,Fo,,,,
7518,w,7518,,Par,,PAR,S,,,,
7519,w,7519,,la,,LE,Da,,,,
7520,w,7520,,foy,,FOIS,Nc,,,,
7521,w,7521,,et,,ET,Cc,,,,
7522,w,7522,,serement,,SERMENT,Nc,,,,
7523,w,7523,,de,,DE,S,,,,
7524,w,7524,,ton,,TON,Ds,,,,
7525,w,7525,,corps,,CORPS,Nc,,,,
7526,w,7526,,",",,",",Fw,,,,
7527,w,7527,,est,,ÊTRE,Vuc,,,,
7528,w,7528,,contenu,,CONTENIR,Ge,,,,
7529,w,7529,,en,,EN,S,,,,
7530,w,7530,,cestre,,SCEPTRE,Nc,,,,
7531,w,7531,,escroe,,ESCROUE,Nc,,,,
7532,w,7532,,tout,,TOUT,Pi,,,,
7533,w,7533,,ce,,CE,Pd,,,,
7534,w,7534,,que,,QUE,Pr,,,,
7535,w,7535,,tu,,TU,Pp,,,,
7536,w,7536,,tiens,,TENIR,Vvc,,,,
7537,w,7537,,de,,DE,Dp,,,,
7538,w,7538,,monseigneur,,MONSEIGNEUR,Nc,,,,
7539,w,7539,,et,,ET,Cc,,,,
7540,w,7540,,ce,,CE,Pd,,,,
7541,w,7541,,que,,QUE,Pr,,,,
7542,w,7542,,tu,,TU,Pp,,,,
7543,w,7543,,lui,,IL,Pp,,,,
7544,w,7544,,en,,EN,Pp,,,,
7545,w,7545,,dois,,DEVOIR,Vvc,,,,
7546,w,7546,,",",,",",Fw,,,,
7547,w,7547,,sans,,SANS,S,,,,
7548,w,7548,,riens,,RIEN,Nc,,,,
7549,w,7549,,conseller,,CONSEILLER,Vvn,,,,
7550,w,7550,,?,,?,Fs,,,,
7551,w,7551,,Te,,TE,Pp,,,,
7552,w,7552,,adveues,,AVOUER,Vvc,,,,
7553,w,7553,,tu,,TU,Pp,,,,
7554,w,7554,,tenir,,TENIR,Vvn,,,,
7555,w,7555,,de,,DE,S,,,,
7556,w,7556,,lui,,IL,Pp,,,,
7557,w,7557,,par,,PAR,S,,,,
7558,w,7558,,la,,LE,Da,,,,
7559,w,7559,,manière,,MANIÈRE,Nc,,,,
7560,w,7560,,en,,EN,S,,,,
7561,w,7561,,icelle,,ICELUI,Dd,,,,
7562,w,7562,,coustume,,COUTUME,Nc,,,,
7563,w,7563,,et,,ET,Cc,,,,
7564,w,7564,,renonces,,RENONCER,Vvc,,,,
7565,w,7565,,a,,AVOIR,Vuc,,,,
7566,w,7566,,tout,,TOUT,Di,,,,
7567,w,7567,,le,,LE,Da,,,,
7568,w,7568,,sourplus,,SURPLUS,Nc,,,,
7569,w,7569,,?,,?,Fs,,,,
7570,w,7570,, » ,, » ,Fo,,,,
7571,w,7571,,La,,LE,Da,,,,
7572,w,7572,,manière,,MANIÈRE,Nc,,,,
7573,w,7573,,comme,,COMME,Cs,,,,
7574,w,7574,,l,,IL,Pp,,,,
7575,w,7575,,',,',Fw,,,,
7576,w,7576,,en,,EN,Pp,,,,
7577,w,7577,,doit,,DEVOIR,Vvc,,,,
7578,w,7578,,proceder,,PROCÉDER,Vvn,,,,
7579,w,7579,,en,,EN,S,,,,
7580,w,7580,,une,,UN,Dn,,,,
7581,w,7581,,veue,,VOIR,Ge,,,,
7582,w,7582,,:,,:,Fw,,,,
7583,w,7583,,Premierement,,PREMIÈREMENT,Rg,,,,
7584,w,7584,,les,,LE,Da,,,,
7585,w,7585,,parties,,PARTIE,Nc,,,,
7586,w,7586,,doivent,,DEVOIR,Vvc,,,,
7587,w,7587,,bailler,,BAILLER,Vvn,,,,
7588,w,7588,,leur,,LEUR,Ds,,,,
7589,w,7589,,memorial,,MÉMORIAL,Nc,,,,
7590,w,7590,,au,,À+LE,S+Da,,,,
7591,w,7591,,sergent,,SERGENT,Nc,,,,
7592,w,7592,,et,,ET,Cc,,,,
7593,w,7593,,aller,,ALLER,Vvn,,,,
7594,w,7594,,au,,À+LE,S+Da,,,,
7595,w,7595,,lieu,,LIEU,Nc,,,,
7596,w,7596,,ou,,OU,Cc,,,,
7597,w,7597,,l,,IL,Pp,,,,
7598,w,7598,,',,',Fw,,,,
7599,w,7599,,en,,EN,Pp,,,,
7600,w,7600,,doit,,DEVOIR,Vvc,,,,
7601,w,7601,,assembler,,ASSEMBLER,Vvn,,,,
7602,w,7602,,et,,ET,Cc,,,,
7603,w,7603,,illec,,ILLUEC,Rg,,,,
7604,w,7604,,faire,,FAIRE,Vvn,,,,
7605,w,7605,,lire,,LIRE,Vvn,,,,
7606,w,7606,,le,,LE,Da,,,,
7607,w,7607,,memorial,,MÉMORIAL,Nc,,,,
7608,w,7608,,.,,.,Fs,,,,
7609,w,7609,,Et,,ET,Cc,,,,
7610,w,7610,,après,,APRÈS,S,,,,
7611,w,7611,,le,,LE,Da,,,,
7612,w,7612,,sergent,,SERGENT,Nc,,,,
7613,w,7613,,doit,,DEVOIR,Vvc,,,,
7614,w,7614,,mettre,,METTRE,Vvn,,,,
7615,w,7615,,appart,,À+PART,S+Nc,,,,
7616,w,7616,,des,,UN,Dp,,,,
7617,w,7617,,gens,,GENS,Nc,,,,
7618,w,7618,,jusques,,JUSQUE,S,,,,
7619,w,7619,,au,,À+LE,S+Da,,,,
7620,w,7620,,nombre,,NOMBRE,Nc,,,,
7621,w,7621,,de,,DE,S,,,,
7622,w,7622,,xii,,XII,Mc,,,,
7623,w,7623,,et,,ET,Cc,,,,
7624,w,7624,,plus,,PLUS,Rg,,,,
7625,w,7625,,",",,",",Fw,,,,
7626,w,7626,,se,,SE,Pp,,,,
7627,w,7627,,plus,,PLUS,Rg,,,,
7628,w,7628,,en,,EN,Pp,,,,
7629,w,7629,,y,,Y,Pp,,,,
7630,w,7630,,a,,AVOIR,Vuc,,,,
7631,w,7631,,;,,;,Fw,,,,
7632,w,7632,,et,,ET,Cc,,,,
7633,w,7633,,",",,",",Fw,,,,
7634,w,7634,,iceulx,,ICELUI,Pd,,,,
7635,w,7635,,mis,,METTRE,Ge,,,,
7636,w,7636,,appart,,À+PART,S+Nc,,,,
7637,w,7637,,",",,",",Fw,,,,
7638,w,7638,,le,,LE,Da,,,,
7639,w,7639,,sergent,,SERGENT,Nc,,,,
7640,w,7640,,et,,ET,Cc,,,,
7641,w,7641,,les,,LE,Da,,,,
7642,w,7642,,parties,,PARTIE,Nc,,,,
7643,w,7643,,et,,ET,Cc,,,,
7644,w,7644,,les,,LE,Da,,,,
7645,w,7645,,gens,,GENS,Nc,,,,
7646,w,7646,,doivent,,DEVOIR,Vvc,,,,
7647,w,7647,,aller,,ALLER,Vvn,,,,
7648,w,7648,,premier,,PREMIER,Mo,,,,
7649,w,7649,,sur,,SUR,S,,,,
7650,w,7650,,les,,LE,Da,,,,
7651,w,7651,,lieux,,LIEU,Nc,,,,
7652,w,7652,,et,,ET,Cc,,,,
7653,w,7653,,",",,",",Fw,,,,
7654,w,7654,,eulx,,ILS,Pp,,,,
7655,w,7655,,venus,,VENIR,Ge,,,,
7656,w,7656,,la,,LÀ,Rg,,,,
7657,w,7657,,",",,",",Fw,,,,
7658,w,7658,,le,,LE,Da,,,,
7659,w,7659,,demandeur,,DEMANDEUR,Nc,,,,
7660,w,7660,,doit,,DEVOIR,Vvc,,,,
7661,w,7661,,dire,,DIRE,Vvn,,,,
7662,w,7662,,vers,,VERS,S,,,,
7663,w,7663,,le,,LE,Da,,,,
7664,w,7664,,deffenceur,,DÉFENSEUR,Nc,,,,
7665,w,7665,,en,,EN,S,,,,
7666,w,7666,,la,,LE,Da,,,,
7667,w,7667,,presence,,PRÉSENCE,Nc,,,,
7668,w,7668,,du,,DE+LE,S+Da,,,,
7669,w,7669,,sergent,,SERGENT,Nc,,,,
7670,w,7670,,:,,:,Fw,,,,
7671,w,7671,, « ,, « ,Fo,,,,
7672,w,7672,,Je,,JE,Pp,,,,
7673,w,7673,,vous,,VOUS,Pp,,,,
7674,w,7674,,monstre,,MONTRER,Vvc,,,,
7675,w,7675,,ces,,CE,Dd,,,,
7676,w,7676,,lieux,,LIEU,Nc,,,,
7677,w,7677,,et,,ET,Cc,,,,
7678,w,7678,,dy,,DIRE,Vvc,,,,
7679,w,7679,,que,,QUE,Cs,,,,
7680,w,7680,,sur,,SUR,S,,,,
7681,w,7681,,iceulx,,ICELUI,Dd,,,,
7682,w,7682,,lieux,,LIEU,Nc,,,,
7683,w,7683,,mes,,MON,Ds,,,,
7684,w,7684,,predecesseurs,,PRÉDÉCESSEUR,Nc,,,,
7685,w,7685,,et,,ET,Cc,,,,
7686,w,7686,,moy,,JE,Pp,,,,
7687,w,7687,,avons,,AVOIR,Vuc,,,,
7688,w,7688,,acoustumé,,ACCOUTUMER,Ge,,,,
7689,w,7689,,prendre,,PRENDRE,Vvn,,,,
7690,w,7690,,la,,LE,Da,,,,
7691,w,7691,,rente,,RENTE,Nc,,,,
7692,w,7692,,que,,QUE,Pr,,,,
7693,w,7693,,vous,,VOUS,Pp,,,,
7694,w,7694,,demande,,DEMANDER,Vvc,,,,
7695,w,7695,,.,,.,Fs,,,,
7696,w,7696,,Et,,ET,Cc,,,,
7697,w,7697,,ce,,CE,Pd,,,,
7698,w,7698,,vous,,VOUS,Pp,,,,
7699,w,7699,,monstre,,MONTRER,Vvc,,,,
7700,w,7700,,-,,-,Fo,,,,
7701,w,7701,,je,,JE,Pp,,,,
7702,w,7702,,en,,EN,S,,,,
7703,w,7703,,la,,LE,Da,,,,
7704,w,7704,,presence,,PRÉSENCE,Nc,,,,
7705,w,7705,,de,,DE,S,,,,
7706,w,7706,,ce,,CE,Dd,,,,
7707,w,7707,,sergent,,SERGENT,Nc,,,,
7708,w,7708,,",",,",",Fw,,,,
7709,w,7709,,sauves,,SAUF,S,,,,
7710,w,7710,,toutes,,TOUT,Di,,,,
7711,w,7711,,mes,,MON,Ds,,,,
7712,w,7712,,raisons,,RAISON,Nc,,,,
7713,w,7713,,a,,AVOIR,Vuc,,,,
7714,w,7714,,avoir,,AVOIR,Vvn,,,,
7715,w,7715,,nobles,,NOBLE,Ag,,,,
7716,w,7716,,ou,,OU,Cc,,,,
7717,w,7717,,autres,,AUTRE,Di,,,,
7718,w,7718,,gens,,GENS,Nc,,,,
7719,w,7719,,",",,",",Fw,,,,
7720,w,7720,,se,,SE,Pp,,,,
7721,w,7721,,le,,LE,Da,,,,
7722,w,7722,,cas,,CAS,Nc,,,,
7723,w,7723,,le,,IL,Pp,,,,
7724,w,7724,,doit,,DEVOIR,Vvc,,,,
7725,w,7725,,",",,",",Fw,,,,
7726,w,7726,,et,,ET,Cc,,,,
7727,w,7727,,en,,EN,S,,,,
7728,w,7728,,toutes,,TOUT,Di,,,,
7729,w,7729,,autres,,AUTRE,Di,,,,
7730,w,7730,,choses,,CHOSE,Nc,,,,
7731,w,7731,,.,,.,Fs,,,,
7732,w,7732,, » ,, » ,Fo,,,,
7733,w,7733,,Et,,ET,Cc,,,,
7734,w,7734,,est,,ÊTRE,Vuc,,,,
7735,w,7735,,assavoir,,ASSAVOIR,Vvn,,,,
7736,w,7736,,que,,QUE,Cs,,,,
7737,w,7737,,la,,LE,Da,,,,
7738,w,7738,,veue,,VOIR,Ge,,,,
7739,w,7739,,ne,,NE,Rp,,,,
7740,w,7740,,se,,SE,Pp,,,,
7741,w,7741,,peut,,POUVOIR,Vvc,,,,
7742,w,7742,,soustenir,,SOUTENIR,Vvn,,,,
7743,w,7743,,s,,SE,Pp,,,,
7744,w,7744,,',,',Fw,,,,
7745,w,7745,,il,,IL,Pp,,,,
7746,w,7746,,n,,NE,Rp,,,,
7747,w,7747,,',,',Fw,,,,
7748,w,7748,,y,,Y,Pp,,,,
7749,w,7749,,a,,AVOIR,Vuc,,,,
7750,w,7750,,xii,,XII,Mc,,,,
7751,w,7751,,homme,,HOMME,Nc,,,,
7752,w,7752,,au,,À+LE,S+Da,,,,
7753,w,7753,,moins,,MOINS,Rg,,,,
7754,w,7754,,.,,.,Fs,,,,
7755,w,7755,,Es,,EN+LES,S+Da,,,,
7756,w,7756,,plès,,PLAID,Nc,,,,
7757,w,7757,,etc,,ET CAETERA,Xa,,,,
7758,w,7758,,.,,.,Fs,,,,
7759,w,7759,,tenus,,TENIR,Ge,,,,
7760,w,7760,,etc,,ET CAETERA,Xa,,,,
7761,w,7761,,.,,.,Fs,,,,
7762,w,7762,,fut,,ÊTRE,Vuc,,,,
7763,w,7763,,present,,PRÉSENT,Ag,,,,
7764,w,7764,,tel,,TEL,Ag,,,,
7765,w,7765,,qui,,QUI,Pr,,,,
7766,w,7766,,bailla,,BAILLER,Vvc,,,,
7767,w,7767,,escroe,,ESCROUE,Nc,,,,
7768,w,7768,,et,,ET,Cc,,,,
7769,w,7769,,denommement,,DÉNOMMEMENT,Nc,,,,
7770,w,7770,,de,,DE,S,,,,
7771,w,7771,,ce,,CE,Pd,,,,
7772,w,7772,,qu,,QUE,Pr,,,,
7773,w,7773,,',,',Fw,,,,
7774,w,7774,,il,,IL,Pp,,,,
7775,w,7775,,tenoit,,TENIR,Vvc,,,,
7776,w,7776,,de,,DE,Dp,,,,
7777,w,7777,,monseigneur,,MONSEIGNEUR,Nc,,,,
7778,w,7778,,",",,",",Fw,,,,
7779,w,7779,,et,,ET,Cc,,,,
7780,w,7780,,advoue,,AVOUER,Vvc,,,,
7781,w,7781,,a,,AVOIR,Vuc,,,,
7782,w,7782,,tenir,,TENIR,Vvn,,,,
7783,w,7783,,de,,DE,S,,,,
7784,w,7784,,lui,,IL,Pp,,,,
7785,w,7785,,par,,PAR,S,,,,
7786,w,7786,,foy,,FOIS,Nc,,,,
7787,w,7787,,et,,ET,Cc,,,,
7788,w,7788,,par,,PAR,S,,,,
7789,w,7789,,hommaige,,HOMMAGE,Nc,,,,
7790,w,7790,,tout,,TOUT,Di,,,,
7791,w,7791,,le,,LE,Da,,,,
7792,w,7792,,contenu,,CONTENIR,Ge,,,,
7793,w,7793,,en,,EN,S,,,,
7794,w,7794,,icelle,,ICELUI,Pd,,,,
7795,w,7795,,par,,PAR,S,,,,
7796,w,7796,,la,,LE,Da,,,,
7797,w,7797,,manière,,MANIÈRE,Nc,,,,
7798,w,7798,,que,,QUE,Cs,,,,
7799,w,7799,,baillée,,BAILLER,Ge,,,,
7800,w,7800,,l,,IL,Pp,,,,
7801,w,7801,,',,',Fw,,,,
7802,w,7802,,avoit,,AVOIR,Vuc,,,,
7803,w,7803,,",",,",",Fw,,,,
7804,w,7804,,et,,ET,Cc,,,,
7805,w,7805,,jura,,JURER,Vvc,,,,
7806,w,7806,,aux,,À+LE,S+Da,,,,
7807,w,7807,,sains,,SAINT,Ag,,,,
7808,w,7808,,euvangilles,,ÉVANGILE,Np,,,,
7809,w,7809,,de,,DE,S,,,,
7810,w,7810,,Dieu,,DIEU,Np,,,,
7811,w,7811,,que,,QUE,Cs,,,,
7812,w,7812,,autre,,AUTRE,Di,,,,
7813,w,7813,,chose,,CHOSE,Nc,,,,
7814,w,7814,,n,,NE,Rp,,,,
7815,w,7815,,',,',Fw,,,,
7816,w,7816,,en,,EN,Pp,,,,
7817,w,7817,,tenoit,,TENIR,Vvc,,,,
7818,w,7818,,",",,",",Fw,,,,
7819,w,7819,,mes,,MON,Ds,,,,
7820,w,7820,,avoit,,AVOIR,Vuc,,,,
7821,w,7821,,bien,,BIEN,Rg,,,,
7822,w,7822,,et,,ET,Cc,,,,
7823,w,7823,,loyaument,,LOYALEMENT,Rg,,,,
7824,w,7824,,baillé,,BAILLER,Ge,,,,
7825,w,7825,,sans,,SANS,S,,,,
7826,w,7826,,conseller,,CONSEILLER,Vvn,,,,
7827,w,7827,,",",,",",Fw,,,,
7828,w,7828,,et,,ET,Cc,,,,
7829,w,7829,,renonçoit,,RENONCER,Vvc,,,,
7830,w,7830,,a,,AVOIR,Vuc,,,,
7831,w,7831,,tout,,TOUT,Di,,,,
7832,w,7832,,le,,LE,Da,,,,
7833,w,7833,,sourplus,,SURPLUS,Nc,,,,
7834,w,7834,,.,,.,Fs,,,,
7835,w,7835,,Donné,,DONNER,Ge,,,,
7836,w,7836,,comme,,COMME,Cs,,,,
7837,w,7837,,dessus,,DESSUS,Rg,,,,
7838,w,7838,,.,,.,Fs,,,,
7839,w,7839,,Le,,LE,Da,,,,
7840,w,7840,,procureur,,PROCUREUR,Nc,,,,
7841,w,7841,,de,,DE,S,,,,
7842,w,7842,,la,,LE,Da,,,,
7843,w,7843,,court,,COUR,Nc,,,,
7844,w,7844,,dit,,DIRE,Vvc,,,,
7845,w,7845,,vers,,VERS,S,,,,
7846,w,7846,,Richart,,RICHARD,Np,,,,
7847,w,7847,,Bourdel,,BORDEL,Nc,,,,
7848,w,7848,,:,,:,Fw,,,,
